complaint_id,date_received,product,issue,consumer_complaint_narrative,company,state,submitted_via,company_response_to_consumer,timely_response,consumer_disputed
3004247,2024-05-08,Student loan,Struggling to repay your loan,I am writing to file a complaint. I applied for an income-driven repayment plan and my servicer never processed it correctly. I would appreciate a prompt resolution.,Vantage Capital Partners,WA,Web,Closed without relief,Yes,No
3004248,2023-05-23,Credit card or prepaid card,Fees or interest,I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. This has caused significant stress.,Coastal Credit Union,TN,Web,Closed without relief,No,No
3004249,2024-08-18,Credit card or prepaid card,Problem with a purchase shown on your statement,"To whom it may concern, There is a charge on my card statement for a purchase I never made or authorized.",Harbor Trust Bank,CA,Fax,Closed without relief,Yes,No
3004250,2023-04-12,"Money transfer, virtual currency, or money service",Fraud or scam,I would like to report the following issue. Someone used my account to send a fraudulent money transfer and the company will not refund me. I would appreciate a prompt resolution.,Pinnacle Servicing LLC,WI,Web,Closed with monetary relief,Yes,No
3004251,2023-08-02,Checking or savings account,Opening an account,This has been an ongoing problem. I was denied the ability to open a basic checking account without a clear reason given. Please investigate this matter.,Acme Financial Services,TN,Fax,Closed with explanation,Yes,No
3004252,2023-05-25,"Credit reporting, credit repair services, or other personal consumer reports",Problem with a credit reporting company's investigation,"My credit report shows a late payment that was never late, I have proof of on time payment. I would appreciate a prompt resolution.",Redwood Lending Group,TN,Phone,Closed with non-monetary relief,Yes,No
3004253,2023-04-11,Debt collection,Communication tactics,"I would like to report the following issue. I am receiving multiple collection calls per day, well beyond what is allowed under regulation. This has caused significant stress.",Cedarbrook Bank,CA,Web,Closed without relief,Yes,No
3004254,2024-08-09,Student loan,Struggling to repay your loan,I am writing to file a complaint. I applied for an income-driven repayment plan and my servicer never processed it correctly. Please investigate this matter.,Coastal Credit Union,AZ,Phone,Closed with explanation,Yes,No
3004255,2024-09-05,Debt collection,Attempts to collect debt not owed,I am being contacted about a debt that I already paid off two years ago and have receipts to prove it.,Northgate Bank,NC,Postal mail,Closed with monetary relief,Yes,No
3004256,2025-04-26,Mortgage,Struggling to pay mortgage,I am writing to file a complaint. My mortgage servicer misapplied my monthly payment and then charged me a late fee. Please investigate this matter.,Redwood Lending Group,MD,Fax,Closed with explanation,Yes,No
3004257,2023-06-07,Credit card or prepaid card,Getting a credit card,My credit card application was denied for reasons that were never clearly explained to me. This has caused significant stress.,Redwood Lending Group,MD,Phone,Closed with non-monetary relief,Yes,No
3004258,2023-06-12,Mortgage,Applying for a mortgage,I would like to report the following issue. My mortgage application has been delayed for months with no clear update from the lender. This has caused significant stress.,Cedarbrook Bank,IN,Phone,Closed without relief,No,No
3004259,2023-02-24,Debt collection,Communication tactics,"I would like to report the following issue. I am receiving multiple collection calls per day, well beyond what is allowed under regulation. This has caused significant stress.",Redwood Lending Group,CA,Fax,Closed with non-monetary relief,Yes,No
3004260,2024-08-12,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I am writing to file a complaint. A company charged my account for a transfer I never initiated or approved.,Redwood Lending Group,FL,Postal mail,Closed with non-monetary relief,Yes,No
3004261,2023-06-11,Credit card or prepaid card,Problem with a purchase shown on your statement,I would like to report the following issue. There is a charge on my card statement for a purchase I never made or authorized. Please investigate this matter.,Pinnacle Servicing LLC,MA,Email,In progress,Yes,No
3004262,2024-12-08,Debt collection,False statements or representation,The collection agency threatened legal action that they have no authority to actually pursue. Please investigate this matter.,Union Point Financial,IL,Postal mail,In progress,Yes,Yes
3004263,2025-01-21,Student loan,Struggling to repay your loan,I applied for an income-driven repayment plan and my servicer never processed it correctly. Please investigate this matter.,Cedarbrook Bank,IN,Email,Closed with monetary relief,Yes,No
3004264,2024-06-02,"Money transfer, virtual currency, or money service",Fraud or scam,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me. Please investigate this matter.,Union Point Financial,TN,Phone,Closed without relief,Yes,No
3004265,2023-01-19,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I am writing to file a complaint. A company charged my account for a transfer I never initiated or approved. This has caused significant stress.,Union Point Financial,WA,Fax,Closed with non-monetary relief,Yes,Yes
3004266,2025-05-04,Mortgage,Struggling to pay mortgage,I would like to report the following issue. I requested a loan modification months ago and have not received any response from my servicer. Please investigate this matter.,Coastal Credit Union,NY,Fax,Closed with monetary relief,Yes,No
3004267,2023-01-21,Checking or savings account,Managing an account,I am writing to file a complaint. My account was overdrawn due to a hold the bank placed without telling me in advance. This has caused significant stress.,Coastal Credit Union,FL,Fax,Closed with explanation,Yes,No
3004268,2023-09-13,Checking or savings account,Managing an account,I was unable to access my own checking account funds for over a week with no explanation. This has caused significant stress.,Redwood Lending Group,MA,Web,Closed with non-monetary relief,Yes,No
3004269,2023-08-16,Checking or savings account,Problem caused by your funds being low,I would like to report the following issue. My account was overdrawn due to a hold the bank placed without telling me in advance.,Harbor Trust Bank,NJ,Web,Closed with explanation,Yes,No
3004270,2023-04-27,Mortgage,Trouble during payment process,I am writing to file a complaint. My mortgage servicer misapplied my monthly payment and then charged me a late fee. I would appreciate a prompt resolution.,Harbor Trust Bank,IN,Phone,Closed with monetary relief,Yes,No
